title,title_link,author,publisher,publication_date,#pages,isbn-10,isbn-13,reading_age
She,https://www.amazon.com/She-H-Rider-Haggard/dp/B08P1JS9PD/ref=sr_1_13?keywords=She%3A+A+History+of+Adventure+by+H.+Rider+Haggard&qid=1697039696&sr=8-13,H. Rider Haggard,Independently published,"November 27, 2020",168.0,,979-8572643312,
The Misfits,https://www.amazon.com/Misfits-James-Howe/dp/0689839561/ref=sr_1_1?keywords=The+Misfits+by+James+Howe&qid=1697039787&sr=8-1,James Howe,Atheneum Books for Young Readers; Reprint edition,"May 1, 2003",304.0,0689839561,978-0689839566,10
The Good Soldier Svejk: And His Fortunes In The World War (Penguin Classics),https://www.amazon.com/Good-Soldier-Svejk-Fortunes-Classics/dp/0140449914/ref=sr_1_1?keywords=The+Good+Soldier+Svejk+by+Jaroslav+Ha%C5%A1ek&qid=1697039871&sr=8-1,"Jaroslav Hasek, Josef Lada",Penguin Classics; Reprint edition,"December 27, 2005",784.0,0140449914,978-0140449914,18
Sickened: The True Story Of A Lost Childhood,https://www.amazon.com/Sickened-True-Story-Lost-Childhood/dp/0553381970/ref=sr_1_1?crid=O8RLFET4SSYL&keywords=Sickened_Gregory&qid=1682257989&s=instant-video&sprefix=sickened_gregory%2Cinstant-video%2C312&sr=1-1,Julie Gregory,Bantam; NO-VALUE edition,"September 28, 2004",264.0,0553381970,978-0553381979,
The Recognition Of Sakuntala: A Play In Seven Acts (Oxford World'S Classics),https://www.amazon.com/Recognition-Sakuntala-Oxford-Worlds-Classics/dp/0199540608/ref=sr_1_1?keywords=The+Recognition+of+Sakuntala+by+K%C4%81lid%C4%81sa&qid=1697040024&sr=8-1,Kalidasa,Oxford University Press; 1st edition,"July 15, 2008",147.0,0199540608,978-0199540600,14
Positive,https://www.amazon.com/Positive-Ali-Benjamin/dp/2012035086/ref=sr_1_5?keywords=Positive+by+Paige+Rawl&qid=1697040089&sr=8-5,"Paige Rawl, Ali Benjamin",HACHETTE ROMANS; First Edition,"October 26, 2016",390.0,2012035086,978-2012035089,
The Horse Whisperer: The 25Th Anniversary Edition Of A Classic Novel That Was Made Into A Beloved Film,https://www.amazon.com/Horse-Whisperer-Novel-Nicholas-Evans/dp/0345528603/ref=sr_1_1?keywords=The+Horse+Whisperer+by+Nicholas+Evans&qid=1697040150&sr=8-1,Nicholas Evans,Sphere; New e. edition,"Import, June 21, 2011",448.0,0751539368,978-0751539363,
Reason For Hope: A Spiritual Journey,https://www.amazon.com/Reason-Hope-Spiritual-Jane-Goodall/dp/0446676136/ref=sr_1_1?keywords=Reason+for+Hope+by+Jane+Goodall&qid=1697040229&sr=8-1,Jane Goodall,Grand Central Publishing; Revised ed. edition,"October 1, 2000",304.0,0446676136,978-0446676137,
Eye Of The Needle: A Novel,https://www.amazon.com/Eye-Needle-Novel-Ken-Follett/dp/0143132040/ref=sr_1_1?keywords=Eye+of+the+Needle+by+Ken+Follett&qid=1697040332&sr=8-1,Ken Follett,Penguin Books; Reprint edition,"October 17, 2017",352.0,0143132040,978-0143132042,
Among The Enemy (6) (Shadow Children),https://www.amazon.com/Shadow-Children-Margaret-Peterson-Haddix/dp/0689857977/ref=sr_1_1?keywords=Among+the+Enemy+by+Margaret+Peterson+Haddix&qid=1697040408&sr=8-1,Margaret Peterson Haddix,Simon & Schuster Books for Young Readers; Reprint edition,"October 1, 2006",240.0,0689857977,978-0689857973,8
The Pilgrim'S Progress (Penguin Classics),https://www.amazon.com/Pilgrims-Progress-Penguin-Classics/dp/0141439718/ref=sr_1_10?keywords=The+Pilgrim%27s+Progress+by+John+Bunyan&qid=1697040466&sr=8-10,John Bunyan,Penguin Classics; Illustrated edition,"Illustrated, January 27, 2009",384.0,0141439718,978-0141439716,
"Started Early, Took My Dog (Jackson Brodie, 4)",https://www.amazon.com/Started-Early-Took-My-Dog/dp/0316066745/ref=sr_1_1?keywords=Started+Early%2C+Took+my+Dog+by+Kate+Atkinson&qid=1697040555&sr=8-1,Kate Atkinson,Reagan Arthur / Back Bay Books; Reprint edition,"October 6, 2011",400.0,0316066745,978-0316066747,
This Is Not My Hat,https://www.amazon.com/This-Not-Hat-Jon-Klassen/dp/0763655996/ref=sr_1_1?keywords=This+Is+Not+My+Hat+by+Jon+Klassen&qid=1697040587&sr=8-1,Klassen  Jon,WALKER BOOKS,"July 4, 2014",,1406353434,978-1406353433,2
All The Lovely Bad Ones,https://www.amazon.com/Lovely-Ones-Mary-Downing-Hahn/dp/0547248784/ref=sr_1_1?keywords=All+the+Lovely+Bad+Ones+by+Mary+Downing+Hahn&qid=1697040673&sr=8-1,Mary Downing Hahn,Clarion Books; First Edition,"August 17, 2009",208.0,0547248784,978-0547248783,9
The Year Of Living Biblically: One Man'S Humble Quest To Follow The Bible As Literally As Possible,https://www.amazon.com/Year-Living-Biblically-Literally-Possible/dp/0743291484/ref=sr_1_1?keywords=The+Year+of+Living+Biblically+by+A.+J.+Jacobs&qid=1697040733&sr=8-1,A. J. Jacobs,Simon & Schuster; Illustrated edition,"Illustrated, September 9, 2008",416.0,0743291484,978-0743291484,
No Talking,https://www.amazon.com/No-Talking-Andrew-Clements/dp/1416909842/ref=sr_1_1?keywords=No+Talking+by+Andrew+Clements&qid=1697040833&sr=8-1,Andrew Clements,Atheneum Books for Young Readers; Reprint edition,"Illustrated, June 23, 2009",160.0,9781416909842,978-1416909842,8
I Am Pilgrim: A Thriller,https://www.amazon.com/Am-Pilgrim-Thriller-Terry-Hayes/dp/1439177732/ref=sr_1_1?keywords=I+Am+Pilgrim+by+Terry+Hayes&qid=1697040908&sr=8-1,Terry Hayes,Atria/Emily Bestler Books; Reprint edition,"December 2, 2014",624.0,9781439177730,978-1439177730,
"Visual Intelligence: Sharpen Your Perception, Change Your Life",https://www.amazon.com/Visual-Intelligence-Sharpen-Perception-Change/dp/0544947126/ref=sr_1_1?keywords=Visual+Intelligence+by+Amy+E.+Herman&qid=1697040995&sr=8-1,Amy E. Herman,HarperOne; Reprint edition,"Illustrated, May 9, 2017",336.0,0544947126,978-0544947122,
The Shock Of The Fall (Chinese Edition),https://www.amazon.com/Shock-Fall-Chinese-Nathan-Filer/dp/7229096553/ref=sr_1_3?keywords=The+Shock+of+the+Fall+by+Nathan+Filer&qid=1697041063&sr=8-3,Nathan Filer,Chongqing Press; First Edition,"October 1, 2015",296.0,7229096553,978-7229096557,
"For Love Of Country: What Our Veterans Can Teach Us About Citizenship, Heroism, And Sacrifice",https://www.amazon.com/Love-Country-Veterans-Citizenship-Sacrifice/dp/1101874457/ref=sr_1_1?crid=2VFZSGU2GWMCG&keywords=for+love+of+country+howard+schultz&qid=1682078441&s=instant-video&sprefix=for+love+of+country_howar%2Cinstant-video%2C539&sr=1-1,Howard Schultz,Vintage; Illustrated edition,"Illustrated, October 27, 2015",224.0,9781101872826,978-1101872826,
Stones From The River,https://www.amazon.com/Stones-River-Ursula-Hegi/dp/068484477X/ref=sr_1_1?keywords=Stones+From+the+River+by+Ursula+Hegi&qid=1697041162&sr=8-1,Ursula Hegi,Simon & Schuster; Reprint Edition,"March 1, 1995",525.0,068484477X,978-0684844770,
Why We Sleep: Unlocking The Power Of Sleep And Dreams,https://www.amazon.com/Why-We-Sleep-Unlocking-Dreams/dp/1501144324/ref=sr_1_1?keywords=Why+We+Sleep+by+Matthew+Walker&qid=1697041237&sr=8-1,Matthew Walker,Scribner; Reprint edition,"Illustrated, June 19, 2018",368.0,1501144324,978-1501144325,
Desert Flower: The Extraordinary Journey Of A Desert Nomad,https://www.amazon.com/Desert-Flower-Extraordinary-Journey-Nomad/dp/0688172377/ref=sr_1_1?keywords=Desert+Flower+by+Waris+Dirie&qid=1697041346&sr=8-1,Waris Dirie,William Morrow Paperbacks,"March 15, 2011",256.0,9780688172374,978-0688172374,
The Lamp At Noon And Other Stories: Penguin Modern Classics Edition (New Canadian Library),https://www.amazon.com/Lamp-Noon-Other-Stories-Classics/dp/0735252890/ref=sr_1_1?crid=239ON2NGR44KO&keywords=The+Painted+Door+Sinclair+Ross&qid=1666849793&qu=eyJxc2MiOiIwLjY1IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=the+painted+door+sinc%2Caps%2C638&sr=8-1,Sinclair Ross,Emblem Editions; Reissue edition,"January 9, 2018",176.0,0735252890,978-0735252899,
Why We Do What We Do: Understanding Self-Motivation,https://www.amazon.com/Why-We-What-Understanding-Self-Motivation/dp/0140255265/ref=sr_1_1?crid=1405XCLJ5O5QR&keywords=Why+We+Do+What+We+Do_Edward+L.+Deci&qid=1682032648&s=instant-video&sprefix=why+we+do+what+we+do_edward+l.+de%2Cinstant-video%2C602&sr=1-1,Edward L. Deci,Penguin Books; Reprint edition,"August 1, 1996",240.0,0140255265,978-0140255263,18
War Is A Force That Gives Us Meaning,https://www.amazon.com/War-Force-that-Gives-Meaning/dp/1610393597/ref=sr_1_1?keywords=War+Is+a+Force+That+Gives+Us+Meaning+by+Chris+Hedges&qid=1697041542&sr=8-1,Chris Hedges,PublicAffairs; Reprint edition,"April 8, 2014",224.0,9781610393591,978-1610393591,
Why Buddhism Is True: The Science And Philosophy Of Meditation And Enlightenment,https://www.amazon.com/Why-Buddhism-True-Philosophy-Enlightenment/dp/1439195463/ref=sr_1_1?keywords=Why+Buddhism+is+True+by+Robert+Wright&qid=1697041589&sr=8-1,Robert Wright,Simon & Schuster; Reprint edition,"May 8, 2018",336.0,1439195463,978-1439195468,
The Association Of Small Bombs: A Novel,https://www.amazon.com/Association-Small-Bombs-Novel/dp/0143109278/ref=sr_1_1?keywords=The+Association+of+Small+Bombs+by+Karan+Mahajan&qid=1697041679&sr=8-1,Karan Mahajan,Penguin Books; Reprint edition,"October 18, 2016",288.0,0143109278,978-0143109273,
"Truthwitch (The Witchlands, 1)",https://www.amazon.com/Truthwitch-Witchlands-Novel-Susan-Dennard/dp/0765379295/ref=sr_1_1?keywords=Truthwitch+by+Susan+Dennard&qid=1697041710&sr=8-1,Susan Dennard,Tor Teen; Reprint edition,"January 10, 2017",432.0,0765379295,978-0765379290,13
The Last Letter From Your Lover: A Novel,https://www.amazon.com/Last-Letter-Your-Lover-Novel/dp/0143121103/ref=sr_1_1?keywords=The+Last+Letter+From+Your+Lover+by+Jojo+Moyes&qid=1697041789&sr=8-1,Jojo Moyes,Penguin Books; Reprint edition,"June 26, 2012",432.0,9780143121107,978-0143121107,
The Story Of Doctor Dolittle,https://www.amazon.com/Story-Doctor-Dolittle-Hugh-Lofting/dp/3903352543/ref=sr_1_19?keywords=The+Story+of+Doctor+Dolittle+by+Hugh+Lofting&qid=1697041882&sr=8-19,Hugh Lofting,Pretorian Books,"January 24, 2020",42.0,3903352543,978-3903352544,
The Mosquito Coast,https://www.amazon.com/Mosquito-Coast-Paul-Theroux/dp/0618658963/ref=sr_1_1?keywords=The+Mosquito+Coast+by+Paul+Theroux&qid=1697041974&sr=8-1,Paul Theroux,Mariner Books Classics; Reprint edition,"June 1, 2006",384.0,9780618658961,978-0618658961,14
Laughing At My Nightmare,https://www.amazon.com/Laughing-at-Nightmare-Shane-Burcaw/dp/125008010X/ref=sr_1_1?keywords=Laughing+At+My+Nightmare+by+Shane+Burcaw&qid=1697042058&sr=8-1,Shane Burcaw,Square Fish; Reprint edition,"Illustrated, May 10, 2016",272.0,125008010X,978-1250080103,14
The Landry News,https://www.amazon.com/Landry-News-Andrew-Clements/dp/0689828683/ref=sr_1_1?keywords=The+Landry+News+by+Andrew+Clements&qid=1697042106&sr=8-1,"Andrew Clements, Brian Selznick",Atheneum Books for Young Readers; Reprint edition,"September 1, 2000",144.0,0689828683,978-0689828683,7
Herzog,https://www.amazon.com/Herzog-Penguin-Modern-Classics-Bellow/dp/0141184876/ref=sr_1_1?keywords=Herzog+Saul+Bellow&qid=1674329165&qu=eyJxc2MiOiIyLjgwIiwicXNhIjoiMi4wNCIsInFzcCI6IjIuMTEifQ%3D%3D&s=books&sr=1-1,Saul Bellow,"PENGUIN BOOKS LTD, UK","January 1, 2001",368.0,0141184876,978-0141184876,
Firegirl,https://www.amazon.com/Firegirl-Tony-Abbott/dp/0316011703/ref=sr_1_1?keywords=Firegirl+by+Tony+Abbott&qid=1697042270&sr=8-1,Tony Abbott,"Little, Brown Books for Young Readers","June 1, 2007",160.0,0316011703,978-0316011709,9
Glory Over Everything,https://www.amazon.com/Glory-over-Everything-Kathleen-Grissom/dp/1476748454/ref=sr_1_1?keywords=Glory+Over+Everything+by+Kathleen+Grissom&qid=1697042357&sr=8-1,Kathleen Grissom,Atria; Reprint edition,"February 21, 2017",400.0,1476748454,978-1476748450,
Mother Tongue,https://www.amazon.com/Mother-Tongue-Demetria-Martinez/dp/0345416562/ref=sr_1_3?crid=3B2P2DKEM9Y4H&keywords=Mother+Tongue+Amy+Tan&qid=1666853077&qu=eyJxc2MiOiIxLjI4IiwicXNhIjoiMS4yNSIsInFzcCI6IjEuNTAifQ%3D%3D&sprefix=mother+tongue+amy+tan%2Caps%2C398&sr=8-3,Demetria Martinez,One World,"August 12, 1997",208.0,9780345416568,978-0345416568,
Spoon River Anthology,https://www.amazon.com/Spoon-River-Anthology-Edgar-Masters/dp/1670667065/ref=sr_1_2?crid=1VM3IG01XO89O&keywords=Spoon+River+Anthology+Edgar+Lee+Masters&qid=1682240011&s=books&sprefix=spoon+river+anthology+edgar+lee+masters%2Cstripbooks-intl-ship%2C899&sr=1-2,Edgar Lee Masters,Independently published,"December 2, 2019",216.0,1670667065,978-1670667069,
The Poetics Of Space,https://www.amazon.com/Poetics-Space-Gaston-Bachelard/dp/0143107526/ref=sr_1_1?keywords=The+Poetics+of+Space+by+Gaston+Bachelard&qid=1697042609&sr=8-1,"Gaston Bachelard, Maria Jolas, Richard Kearney",Penguin Classics; Reprint edition,"December 30, 2014",304.0,0143107526,978-0143107521,
Hope Is The Thing With Feathers: A Personal Chronicle Of Vanished Birds,https://www.amazon.com/Hope-Thing-Feathers-Personal-Chronicle/dp/1585427225/ref=sr_1_1?keywords=Hope+Is+The+Thing+With+Feathers+by+Christopher+Cokinos&qid=1697042701&sr=8-1,Christopher Cokinos,TarcherPerigee; Reprint edition,"May 14, 2009",384.0,1585427225,978-1585427222,
Seraphina (Seraphina Series),https://www.amazon.com/Seraphina-Rachel-Hartman/dp/0375866221/ref=sr_1_1?crid=3A3XL3YHQP01M&keywords=Seraphina&qid=1679825718&s=books&sprefix=seraphina%2Cstripbooks-intl-ship%2C283&sr=1-1,Rachel Hartman,Ember; Reprint edition,"December 23, 2014",528.0,0375866221,978-0375866227,12
Eugénie Grandet (French Edition),https://www.amazon.com/Eug%C3%A9nie-Grandet-French-Honor%C3%A9-Balzac/dp/198075618X/ref=sr_1_9?keywords=Eugenie+Grandet+by+Honor%C3%A9+de+Balzac&qid=1697042804&sr=8-9,Honoré De Balzac,Independently published,"April 6, 2018",183.0,198075618X,978-1980756187,
Our Sister Killjoy,https://www.amazon.com/Our-Sister-Killjoy-Aidoo-1994-05-03/dp/B01FIXGZDY/ref=sr_1_1?keywords=Our+Sister+Killjoy+by+Ama+Ata+Aidoo&qid=1697042886&sr=8-1,Ama Ata Aidoo,Longman; First Paperback Edition,"January 1, 1994",134.0,0582308453,978-0582308459,
The Burn Journals: A Memoir,https://www.amazon.com/Burn-Journals-Brent-Runyon/dp/1400096421/ref=sr_1_1?keywords=The+Burn+Journals+by+Brent+Runyon&qid=1697042918&sr=8-1,Brent Runyon,Vintage; Reprint edition,"October 11, 2005",336.0,1400096421,978-1400096428,14
A Piece Of The World: A Novel,https://www.amazon.com/Piece-World-Christina-Baker-Kline/dp/0062356275/ref=sr_1_1?keywords=A+Piece+of+the+World&qid=1679812727&sr=8-1,Christina Baker Kline,Mariner Books; Reprint edition,"January 30, 2018",352.0,9780062356277,978-0062356277,
Rose Under Fire,https://www.amazon.com/Rose-Under-Fire-Elizabeth-Wein/dp/1423183096/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1686798280&sr=1-1,Elizabeth Wein,"Little, Brown Books for Young Readers; Reprint edition","September 2, 2014",384.0,1423184696,978-1423184690,14
Possessing The Secret Of Joy: A Novel,https://www.amazon.com/Possessing-Secret-Joy-Alice-Walker/dp/1595583645/ref=sr_1_1?keywords=Possessing+the+Secret+of+Joy+by+Alice+Walker&qid=1697043086&sr=8-1,Alice Walker,The New Press; New Edition,"May 6, 2008",286.0,9781595583642,978-1595583642,
The Hare With Amber Eyes (Chinese Edition),https://www.amazon.com/Hare-Amber-Eyes-Chinese/dp/7532949613/ref=sr_1_3?keywords=The+Hare+With+Amber+Eyes+by+Edmund+de+Waal&qid=1697043126&sr=8-3,Edmund De Waal,Shandong Publishing House of literature and Art; First Edition,"September 1, 2015",318.0,7532949613,978-7532949618,
The Professor'S House (Vintage Classics),https://www.amazon.com/Professors-House-Vintage-Classics/dp/0679731806/ref=sr_1_1?keywords=The+Professor%27s+House+by+Willa+Cather&qid=1697043212&sr=8-1,Willa Cather,Vintage; Reissue edition,"October 31, 1990",258.0,9780679731801,978-0679731801,
Scarlet Song,https://www.amazon.com/Scarlet-Song-Mariama-Ba/dp/0582264553/ref=sr_1_1?keywords=Scarlet+Song+by+Mariama+Ba&qid=1697043337&sr=8-1,Mariama Ba,Longman Pub Group; Revised edition,"January 1, 1987",171.0,0582264553,978-0582264557,
Laughing Without An Accent: Adventures Of A Global Citizen,https://www.amazon.com/Laughing-Without-Accent-Adventures-Citizen/dp/0345499573/ref=sr_1_1?keywords=Laughing+Without+An+Accent+by+Firoozeh+Dumas&qid=1697043419&sr=8-1,Firoozeh Dumas,Random House Trade Paperbacks; Reprint edition,"August 11, 2009",256.0,0345499573,978-0345499578,14
Dark Money: The Hidden History Of The Billionaires Behind The Rise Of The Radical Right,https://www.amazon.com/Dark-Money-History-Billionaires-Radical/dp/0307947904/ref=sr_1_1?keywords=Dark+Money+by+Jane+Mayer&qid=1697043448&sr=8-1,Jane Mayer,Anchor; Illustrated edition,"Illustrated, January 24, 2017",576.0,0307947904,978-0307947901,
The Woman Who Walked Into Doors: A Novel (A Paula Spencer Novel),https://www.amazon.com/Woman-Who-Walked-into-Doors/dp/0140255125/ref=sr_1_1?keywords=The+Woman+Who+Walked+Into+Doors+by+Roddy+Doyle&qid=1697043542&sr=8-1,Roddy Doyle,Viking; later printing edition,"January 1, 1997",240.0,9780140255126,978-0140255126,18
In The Shadow Of The Banyan: A Novel,https://www.amazon.com/Shadow-Banyan-Novel-Vaddey-Ratner/dp/1451657714/ref=sr_1_1?keywords=In+The+Shadow+Of+The+Banyan+by+Vaddey+Ratner&qid=1697043593&sr=8-1,Vaddey Ratner,Simon & Schuster,"June 4, 2013",352.0,1451657714,978-1451657715,
Call It Sleep: A Novel,https://www.amazon.com/Call-Sleep-Novel-Henry-Roth/dp/0312424124/ref=sr_1_1?keywords=Call+It+Sleep+by+Henry+Roth&qid=1697043631&sr=8-1,Henry Roth,Picador; First Edition,"July 1, 2005",480.0,9780312424121,978-0312424121,
The American Dream: A Short History Of An Idea That Shaped A Nation,https://www.amazon.com/American-Dream-History-Shaped-Nation/dp/0195173252/ref=sr_1_1?keywords=The+American+Dream+by+Jim+Cullen&qid=1697043729&sr=8-1,Jim Cullen,Oxford University Press; 9th Print edition,"June 14, 2004",224.0,0195173252,978-0195173253,
Emperor Of Ice-Cream.,https://www.amazon.com/Emperor-Ice-Cream-Brian-Moore/dp/B00KJ1BPZO/ref=sr_1_1?keywords=The+Emperor+of+Ice+Cream+by+Brian+Moore&qid=1697043789&sr=8-1,Brian Moore,,"August 1, 2021",0.0,191625473X,978-1916254732,
The Mark Of The Beast,https://www.amazon.com/Mark-Beast-Rudyard-Kipling/dp/1503167879/ref=sr_1_1?keywords=The+Mark+Of+The+Beast+by+Rudyard+Kipling&qid=1697043860&sr=8-1,Rudyard Kipling,CreateSpace Independent Publishing Platform,"November 9, 2014",34.0,1503167879,978-1503167872,
Rear Window And Other Murderous Tales,https://www.amazon.com/Rear-Window-Other-Murderous-Tales/dp/1950369617/ref=sr_1_1?keywords=Rear+Window+by+Cornell+Woolrich&qid=1697043960&sr=8-1,Cornell Woolrich,Renaissance Literary & Talent,"June 24, 2022",297.0,1950369617,978-1950369614,
Disney'S The Lion King (Disney Classic Series),https://www.amazon.com/Disneys-Lion-King-Disney-Classic/dp/1570820872/ref=sr_1_1?keywords=Lion+King+by+Don+Ferguson&qid=1697044024&sr=8-1,Don Ferguson,Mouse Works; Oversized Edition,"June 1, 1994",96.0,1570820872,978-1570820878,6
The Best And The Brightest,https://www.amazon.com/Best-Brightest-David-Halberstam/dp/0449908704/ref=sr_1_1?keywords=The+Best+And+The+Brightest+by+David+Halberstam&qid=1697044114&sr=8-1,David Halberstam,Ballantine Books; Anniversary edition,"October 26, 1993",720.0,9780449908709,978-0449908709,
Salt Houses,https://www.amazon.com/Salt-Houses-Hala-Alyan/dp/1328915859/ref=sr_1_1?keywords=Salt+Houses+by+Hala+Alyan&qid=1697044220&sr=8-1,Hala Alyan,Harper Perennial; Reprint edition,"June 5, 2018",336.0,1328915859,978-1328915856,
The Bonesetter'S Daughter: A Novel (Ballantine Reader'S Circle),https://www.amazon.com/Bonesetters-Daughter-Ballantine-Readers-Circle/dp/0345457374/ref=sr_1_1?keywords=The+Bonesetter%27s+Daughter+by+Amy+Tan&qid=1697044311&sr=8-1,Amy Tan,Ballantine Books; Reprint edition,"February 4, 2003",400.0,0345457374,978-0345457370,
Two Or Three Things I Know For Sure,https://www.amazon.com/Two-Three-Things-Know-Sure/dp/0452273404/ref=sr_1_1?keywords=Two+or+Three+Things+I+Know+for+Sure+by+Dorothy+Allison&qid=1697044348&sr=8-1,Dorothy Allison,Penguin Books,"August 1, 1996",94.0,0452273404,978-0452273405,
Bartholomew Fair,https://www.amazon.com/Bartholomew-Fair-Ben-Jonson/dp/1977965520/ref=sr_1_1?keywords=Bartholomew+Fair+by+Ben+Jonson&qid=1697044360&sr=8-1,Ben Jonson,CreateSpace Independent Publishing Platform,"October 4, 2017",90.0,1977965520,978-1977965523,
China Men: National Book Award Winner,https://www.amazon.com/China-Men-Maxine-Hong-Kingston/dp/0679723285/ref=sr_1_1?keywords=China+Men+by+Maxine+Hong+Kingston&qid=1697044487&sr=8-1,Maxine Hong Kingston,Vintage; Reissue edition,"April 23, 1989",320.0,0679723285,978-0679723288,
Black Apollo Of Science: The Life Of Ernest Everett Just,https://www.amazon.com/Black-Apollo-Science-Ernest-Everett/dp/0195034988/ref=sr_1_1?keywords=Black+Apollo+of+Science+by+Kenneth+R.+Manning&qid=1697044574&sr=8-1,Kenneth R. Manning,Oxford University Press,"January 3, 1985",416.0,0195034988,978-0195034981,
The House Of Secrets,https://www.amazon.com/House-Secrets-Brad-Meltzer/dp/1455559482/ref=sr_1_11?keywords=The+Book+of+Fate+by+Brad+Meltzer&qid=1697044588&sr=8-11,Brad Meltzer,Grand Central Publishing; First Edition,"June 7, 2016",368.0,1455559490,978-1455559497,
The Children'S Book,https://www.amazon.com/Childrens-Book-S-Byatt/dp/0307473066/ref=sr_1_1?keywords=The+Children%27s+Book+by+A.+S.+Byatt&qid=1697044693&sr=8-1,A. S. Byatt,Vintage; Reprint edition,"August 10, 2010",896.0,0307473066,978-0307473066,
"The Ecclesiazusæ, Or Female Parliament",https://www.amazon.com/ecclesiazus%C3%A6-Female-parliament-Aristophanes/dp/1231096055/ref=sr_1_4?keywords=the+ecclesiazus+by+aristophanes&qid=1697044795&sr=8-4,Aristophanes,RareBooksClub.com,"September 13, 2013",24.0,1231096055,978-1231096055,
Stand Up That Mountain: The Battle To Save One Small Community In The Wilderness Along The Appalachian Trail,https://www.amazon.com/Stand-That-Mountain-Wilderness-Appalachian/dp/1451682646/ref=sr_1_1?keywords=Stand+Up+That+Mountain+by+Jay+Erskine+Leutze&qid=1697044825&sr=8-1,Jay Erskine Leutze,Scribner; Reprint edition,"July 30, 2013",400.0,1451682646,978-1451682649,
A Place Called Freedom,https://www.amazon.com/Place-Called-Freedom-Ken-Follett/dp/150986430X/ref=sr_1_1?keywords=A+Place+Called+Freedom+by+Ken+Follett&qid=1697044851&sr=8-1,Ken Follett,Pan; New Edit/Cover edition,"May 30, 2019",592.0,150986430X,978-1509864300,18
Life And Death Are Wearing Me Out: A Novel,https://www.amazon.com/Life-Death-Are-Wearing-Out/dp/1611454271/ref=sr_1_1?keywords=Life+and+Death+are+Wearing+Me+Out+by+Mo+Yan&qid=1697044943&sr=8-1,Mo Yan,Arcade; Reprint edition,"July 1, 2012",552.0,1611454271,978-1611454277,
As Close To Us As Breathing: A Novel,https://www.amazon.com/As-Close-Us-Breathing-Novel/dp/0316384143/ref=sr_1_1?keywords=As+Close+to+Us+As+Breathing+by+Elizabeth+Poliner&qid=1697044980&sr=8-1,Elizabeth Poliner,Lee Boudreaux / Back Bay Books; Reprint edition,"November 1, 2016",368.0,0316384135,978-0275939519,
Fatherless America: Confronting Our Most Urgent Social Problem,https://www.amazon.com/Fatherless-America-Confronting-Urgent-Problem/dp/006092683X/ref=sr_1_1?keywords=Fatherless+America+by+David+Blankenhorn&qid=1697044997&sr=8-1,David Blankenhorn,Harper Perennial,"January 5, 1996",336.0,006092683X,978-0060926830,
The Book Of Chameleons: A Novel,https://www.amazon.com/Book-Chameleons-Jose-Eduardo-Agualusa/dp/1416573518/ref=sr_1_1?keywords=The+Book+of+Chameleons+by+Jose+Eduardo+Agualusa&qid=1697045015&sr=8-1,Jose Eduardo Eduardo Agualusa,Simon & Schuster; 0 edition,"June 17, 2008",180.0,1416573518,978-1416573517,
